Year,District,Season,Rainfall_mm,Temperature_K,Area_hectare,N,P,K,Production_tonnes,Yield_tph,Crop
2013,UTTAR KANNAD,Kharif     ,1014.973049,297.7616989,5243,64,53,38,14718,2.807171467,Maize
2013,UTTAR KANNAD,Rabi       ,1015.158928,297.2624484,254,131,44,20,778,3.062992126,Maize
2013,UTTAR KANNAD,Summer     ,1017.626318,296.9319484,411,81,35,59,1333,3.243309002,Maize
2013,UTTAR KANNAD,Kharif     ,1015.731485,297.716081,8,124,53,51,15,1.875,Ragi
2013,UTTAR KANNAD,Rabi       ,1014.086127,296.46131,1,69,48,41,1,1,Ragi
2013,UTTAR KANNAD,Kharif     ,1015.051359,298.0281677,67136,137,38,85,163211,2.431050405,Rice
2013,UTTAR KANNAD,Rabi       ,1015.550563,296.4593489,1527,64,42,59,4115,2.694826457,Rice
2013,UTTAR KANNAD,Summer     ,1015.030568,297.8457574,1302,97,38,57,2997,2.301843318,Rice
2013,YADGIR,Kharif     ,1015.200532,303.0194857,76,120,44,67,202,2.657894737,Maize
2013,YADGIR,Rabi       ,1014.400302,302.4298051,54,70,35,74,165,3.055555556,Maize
2013,YADGIR,Summer     ,1015.571817,303.1191204,89,91,73,94,289,3.247191011,Maize
2013,YADGIR,Kharif     ,1014.812034,302.4655996,50943,75,70,74,101680,1.995956265,Rice
2013,YADGIR,Rabi       ,1014.326054,302.1982559,7555,63,28,70,13859,1.834414295,Rice
2013,YADGIR,Summer     ,1014.514339,303.4784559,10905,106,20,79,18875,1.730857405,Rice
2014,BAGALKOT,Kharif     ,1017.063245,303.1894667,44472,86,61,27,166543,3.744895665,Maize
2014,BAGALKOT,Rabi       ,1017.596987,302.31847,20789,107,38,87,81388,3.914955024,Maize
2014,BAGALKOT,Summer     ,1015.466481,301.8281474,2820,70,52,94,9746,3.456028369,Maize
2014,BAGALKOT,Kharif     ,1015.992498,303.1466784,25,131,53,91,76,3.04,Rice
2014,BANGALORE RURAL,Kharif     ,1015.798307,300.6299982,14334,118,35,28,44066,3.074229106,Maize
2014,BANGALORE RURAL,Rabi       ,1017.702094,299.6410954,127,52,63,21,429,3.377952756,Maize
2014,BANGALORE RURAL,Summer     ,1017.568974,299.865401,99,136,59,99,323,3.262626263,Maize
2014,BANGALORE RURAL,Kharif     ,1017.883429,299.3756919,35844,139,74,89,91940,2.565003906,Ragi
2014,BANGALORE RURAL,Rabi       ,1014.701513,300.9434839,76,86,37,78,123,1.618421053,Ragi
2014,BANGALORE RURAL,Summer     ,1014.113429,299.8227488,42,137,53,38,75,1.785714286,Ragi
2014,BANGALORE RURAL,Kharif     ,1015.891682,299.9741285,598,98,44,47,2093,3.5,Rice
2014,BANGALORE RURAL,Summer     ,1014.164853,300.3645525,49,68,64,91,150,3.06122449,Rice
2014,BELGAUM,Kharif     ,1014.450188,298.4899424,119185,138,25,33,447468,3.754398624,Maize
2014,BELGAUM,Rabi       ,1016.912727,298.4178945,33268,134,40,43,115641,3.476043044,Maize
2014,BELGAUM,Summer     ,1014.855854,298.1563017,4265,61,77,63,17427,4.086049238,Maize
2014,BELGAUM,Kharif     ,1014.965571,298.8694052,1032,110,25,75,1207,1.169573643,Ragi
2014,BELGAUM,Rabi       ,1016.235135,298.6410648,101,90,51,70,164,1.623762376,Ragi
2014,BELGAUM,Kharif     ,1016.020781,300.0292465,59938,82,60,51,176688,2.947846108,Rice
2014,BELLARY,Kharif     ,1014.123549,304.9996797,95624,99,67,69,249999,2.614395968,Maize
2014,BELLARY,Rabi       ,1014.445247,304.868704,2369,117,62,60,6468,2.730265935,Maize
2014,BELLARY,Summer     ,1017.311807,303.4933065,1859,120,58,85,4812,2.588488435,Maize
2014,BELLARY,Kharif     ,1014.652672,303.8120775,2897,135,50,44,2042,0.704867104,Ragi
2014,BELLARY,Rabi       ,1016.767787,304.0436867,67,82,61,80,109,1.626865672,Ragi
2014,BELLARY,Summer     ,1014.595996,303.6033545,189,130,29,85,337,1.783068783,Ragi
2014,BELLARY,Kharif     ,1015.444212,304.2291512,77598,73,49,61,286690,3.694553983,Rice
2014,BELLARY,Rabi       ,1017.139529,303.1602989,40,110,76,84,99,2.475,Rice
2014,BELLARY,Summer     ,1014.089946,303.43528,41005,110,71,55,121344,2.959248872,Rice
2014,BENGALURU URBAN,Kharif     ,1016.023301,301.8547125,634,147,37,95,1985,3.130914826,Maize
2014,BENGALURU URBAN,Rabi       ,1017.764672,302.5012847,118,77,79,28,399,3.381355932,Maize
2014,BENGALURU URBAN,Summer     ,1014.188605,302.6258229,40,107,43,55,130,3.25,Maize
2014,BENGALURU URBAN,Kharif     ,1016.789284,302.6057342,23792,92,71,57,66654,2.801529926,Ragi
2014,BENGALURU URBAN,Rabi       ,1014.978109,302.0056257,116,90,28,52,188,1.620689655,Ragi
2014,BENGALURU URBAN,Summer     ,1015.615349,301.403264,34,88,50,61,61,1.794117647,Ragi
2014,BENGALURU URBAN,Kharif     ,1015.768944,301.2609393,950,135,34,80,3374,3.551578947,Rice
2014,BENGALURU URBAN,Summer     ,1015.61703,301.2242131,21,98,23,65,87,4.142857143,Rice
2014,BIDAR,Kharif     ,1016.418903,299.2856295,1065,66,59,80,1329,1.247887324,Maize
2014,BIDAR,Rabi       ,1016.720625,299.587107,396,147,28,37,1337,3.376262626,Maize
2014,BIDAR,Summer     ,1016.245837,300.3073842,22,119,64,89,72,3.272727273,Maize
2014,BIDAR,Kharif     ,1017.616565,299.6386041,2063,119,28,99,1989,0.964129908,Rice
2014,BIJAPUR,Kharif     ,1015.455802,301.758392,54990,147,45,34,175215,3.186306601,Maize
2014,BIJAPUR,Rabi       ,1017.12808,301.0113401,7579,114,23,67,22824,3.011479087,Maize
2014,BIJAPUR,Summer     ,1016.850916,301.382616,3445,123,36,91,10358,3.006676343,Maize
2014,BIJAPUR,Kharif     ,1015.302372,301.9200661,50,134,35,32,153,3.06,Rice
2014,CHAMARAJANAGAR,Kharif     ,1016.772083,294.8060768,32800,54,34,62,140127,4.272164634,Maize
2014,CHAMARAJANAGAR,Rabi       ,1017.499584,294.6733532,979,51,54,79,2616,2.672114402,Maize
2014,CHAMARAJANAGAR,Summer     ,1017.647393,294.8268782,946,71,76,76,4775,5.04756871,Maize
2014,CHAMARAJANAGAR,Kharif     ,1015.878135,294.4138376,15415,106,71,90,23812,1.54472916,Ragi
2014,CHAMARAJANAGAR,Rabi       ,1016.74168,294.6981178,120,115,24,36,208,1.733333333,Ragi
2014,CHAMARAJANAGAR,Summer     ,1016.848164,294.4446501,55,123,74,69,76,1.381818182,Ragi
2014,CHAMARAJANAGAR,Kharif     ,1014.282695,294.6971258,13739,147,24,51,44455,3.235679453,Rice
2014,CHAMARAJANAGAR,Rabi       ,1016.740892,294.9247143,17,65,39,41,57,3.352941176,Rice
2014,CHAMARAJANAGAR,Summer     ,1017.299454,295.936913,60,100,34,74,209,3.483333333,Rice
2014,CHIKBALLAPUR,Kharif     ,1014.869634,303.7725495,64454,88,37,76,129627,2.011155242,Maize
2014,CHIKBALLAPUR,Rabi       ,1017.334351,304.5178135,306,135,66,32,946,3.091503268,Maize
2014,CHIKBALLAPUR,Summer     ,1015.851728,305.5668762,412,125,21,66,1344,3.262135922,Maize
2014,CHIKBALLAPUR,Kharif     ,1015.780925,303.9423794,46858,137,48,81,69310,1.479149772,Ragi
2014,CHIKBALLAPUR,Rabi       ,1017.459246,304.8651038,53,89,32,73,86,1.622641509,Ragi
2014,CHIKBALLAPUR,Summer     ,1014.279367,305.5246148,129,87,23,48,230,1.782945736,Ragi
2014,CHIKBALLAPUR,Kharif     ,1017.115614,305.4900121,799,109,61,41,1900,2.377972466,Rice
2014,CHIKBALLAPUR,Summer     ,1014.347567,304.3825522,15,108,64,84,27,1.8,Rice
2014,CHIKMAGALUR,Kharif     ,1014.689067,297.2059848,23589,59,29,48,60797,2.577345373,Maize
2014,CHIKMAGALUR,Kharif     ,1017.660488,297.7936233,44122,148,50,67,52437,1.188454739,Ragi
2014,CHIKMAGALUR,Kharif     ,1015.248474,297.098242,37327,113,60,24,97056,2.600155384,Rice
2014,CHIKMAGALUR,Summer     ,1014.568711,297.4357144,3010,112,27,54,8244,2.738870432,Rice
2014,CHITRADURGA,Kharif     ,1015.979793,302.4909251,86351,98,22,93,247823,2.869949393,Maize
2014,CHITRADURGA,Rabi       ,1014.837176,302.1554701,3803,113,67,90,8407,2.210623192,Maize
2014,CHITRADURGA,Summer     ,1014.11746,302.2483077,1195,81,65,65,3577,2.993305439,Maize
2014,CHITRADURGA,Kharif     ,1015.872198,302.2422126,54642,56,28,54,87468,1.600746678,Ragi
2014,CHITRADURGA,Rabi       ,1016.917943,302.2786344,567,70,49,64,867,1.529100529,Ragi
2014,CHITRADURGA,Summer     ,1017.889644,302.5749249,1929,69,72,32,2720,1.410057024,Ragi
2014,CHITRADURGA,Kharif     ,1017.073771,300.8242895,1048,75,30,29,2376,2.267175573,Rice
2014,CHITRADURGA,Rabi       ,1017.992206,300.9448561,402,117,54,85,927,2.305970149,Rice
2014,CHITRADURGA,Summer     ,1014.277994,301.4810103,575,135,56,89,1110,1.930434783,Rice
2014,DAKSHIN KANNAD,Kharif     ,1016.573515,300.6317071,29749,64,61,91,78228,2.629600995,Rice
2014,DAKSHIN KANNAD,Rabi       ,1017.836384,300.9027699,21240,134,32,44,51979,2.447222222,Rice
2014,DAKSHIN KANNAD,Summer     ,1014.963847,300.45311,1360,128,55,63,2817,2.071323529,Rice
2014,DAVANGERE,Kharif     ,1017.103419,302.1686535,179496,135,75,79,576021,3.209102153,Maize
2014,DAVANGERE,Rabi       ,1015.417043,301.6237975,1780,141,32,66,6722,3.776404494,Maize
2014,DAVANGERE,Summer     ,1017.668169,300.690255,835,63,31,59,2753,3.297005988,Maize
2014,DAVANGERE,Kharif     ,1015.808461,300.3770829,8729,76,56,26,13658,1.564669492,Ragi
2014,DAVANGERE,Rabi       ,1017.867881,300.4162441,2500,89,29,65,3707,1.4828,Ragi
2014,DAVANGERE,Summer     ,1014.798556,301.8469076,824,107,79,42,1469,1.78276699,Ragi
2014,DAVANGERE,Kharif     ,1017.72372,301.2039414,75259,77,75,65,262676,3.49029352,Rice
2014,DAVANGERE,Summer     ,1014.58688,300.7326463,61421,75,28,32,237076,3.859852493,Rice
2014,DHARWAD,Kharif     ,1017.136356,300.5386649,29177,112,71,40,79828,2.735990678,Maize
2014,DHARWAD,Rabi       ,1014.071891,300.5301228,3768,115,26,20,8373,2.222133758,Maize
2014,DHARWAD,Summer     ,1015.975228,299.9451635,634,74,21,38,2068,3.261829653,Maize
2014,DHARWAD,Kharif     ,1015.175814,299.8929906,11,52,73,79,20,1.818181818,Ragi
2014,DHARWAD,Kharif     ,1014.440754,300.786843,20554,121,75,52,32589,1.585530797,Rice
2014,DHARWAD,Summer     ,1017.607466,299.1510577,123,93,79,23,376,3.056910569,Rice
2014,GADAG,Kharif     ,1017.4653,301.9568284,53717,146,42,22,146664,2.730308841,Maize
2014,GADAG,Rabi       ,1014.161564,300.0874105,1532,91,58,71,3030,1.977806789,Maize
2014,GADAG,Summer     ,1017.94347,299.9991619,115,148,59,47,375,3.260869565,Maize
2014,GADAG,Kharif     ,1014.540309,300.5441735,10,55,58,89,18,1.8,Ragi
2014,GADAG,Kharif     ,1014.160902,300.6888417,1044,88,40,89,2594,2.48467433,Rice
2014,GADAG,Summer     ,1017.305603,300.5156521,999,101,42,74,3405,3.408408408,Rice
2014,GULBARGA,Kharif     ,1014.451754,300.8079052,4747,72,48,76,12713,2.678112492,Maize
2014,GULBARGA,Rabi       ,1017.559007,301.3522579,136,138,33,35,87,0.639705882,Maize
2014,GULBARGA,Summer     ,1017.755548,301.2238568,601,99,45,43,593,0.986688852,Maize
2014,GULBARGA,Kharif     ,1017.865687,300.2938317,1556,92,70,88,2887,1.855398458,Rice
2014,GULBARGA,Rabi       ,1015.20858,302.0499881,356,68,24,60,452,1.269662921,Rice
2014,GULBARGA,Summer     ,1016.824191,301.0075853,3744,118,74,96,4542,1.213141026,Rice
2014,HASSAN,Kharif     ,1014.626274,298.4104503,78492,100,50,66,307814,3.921597105,Maize
2014,HASSAN,Rabi       ,1014.192318,298.1923692,4806,60,44,95,15012,3.123595506,Maize
2014,HASSAN,Summer     ,1016.985393,296.649601,138,61,50,88,450,3.260869565,Maize
2014,HASSAN,Kharif     ,1016.642897,297.8448521,63354,123,69,50,141859,2.239148278,Ragi
2014,HASSAN,Rabi       ,1016.905117,298.0761808,10978,57,39,49,14038,1.278739297,Ragi
2014,HASSAN,Summer     ,1014.111727,296.9490397,46,73,63,37,82,1.782608696,Ragi
2014,HASSAN,Kharif     ,1017.528598,298.2231938,45653,141,74,63,140563,3.078943333,Rice
2014,HASSAN,Rabi       ,1016.426254,297.2841505,1752,90,36,46,3911,2.232305936,Rice
2014,HASSAN,Summer     ,1015.680428,296.9755922,667,85,64,45,1814,2.71964018,Rice
2014,HAVERI,Kharif     ,1014.691127,300.2736288,137136,134,21,79,382369,2.788246704,Maize
2014,HAVERI,Rabi       ,1015.404176,299.4650849,7944,121,44,37,28768,3.621349446,Maize
2014,HAVERI,Summer     ,1016.324869,300.3659192,3124,104,32,75,9571,3.063700384,Maize
2014,HAVERI,Kharif     ,1017.752383,300.9306117,225,58,77,50,160,0.711111111,Ragi
2014,HAVERI,Kharif     ,1016.498651,299.5710627,39894,96,58,78,99031,2.482353236,Rice
2014,HAVERI,Summer     ,1016.343315,300.4345122,6285,64,47,21,19345,3.077963405,Rice
2014,KODAGU,Kharif     ,1016.936177,307.0360269,3467,97,61,58,17740,5.116815691,Maize
2014,KODAGU,Rabi       ,1016.807695,306.398646,15,131,74,80,51,3.4,Maize
2014,KODAGU,Summer     ,1015.614052,307.8618418,38,91,25,82,124,3.263157895,Maize
2014,KODAGU,Kharif     ,1015.889529,306.144536,30899,109,22,37,86741,2.807242953,Rice
2014,KODAGU,Rabi       ,1014.9441,307.0502336,5,133,77,36,12,2.4,Rice
2014,KODAGU,Summer     ,1016.133045,307.8593131,56,119,54,58,147,2.625,Rice
2014,KOLAR,Kharif     ,1015.616688,302.5555288,439,61,37,90,1374,3.129840547,Maize
2014,KOLAR,Rabi       ,1015.45212,300.6301562,35,51,30,73,118,3.371428571,Maize
2014,KOLAR,Summer     ,1014.612042,301.1502007,55,56,73,95,179,3.254545455,Maize
2014,KOLAR,Kharif     ,1016.144649,300.8750996,52427,129,39,54,70824,1.350906975,Ragi
2014,KOLAR,Rabi       ,1015.09953,302.4190322,43,52,24,30,70,1.627906977,Ragi
2014,KOLAR,Summer     ,1015.04662,301.2410184,21,52,38,80,37,1.761904762,Ragi
2014,KOLAR,Kharif     ,1014.101649,301.3426872,344,76,41,63,873,2.537790698,Rice
2014,KOPPAL,Kharif     ,1017.024347,302.7879033,56712,89,78,87,172189,3.036200451,Maize
2014,KOPPAL,Rabi       ,1014.606325,302.9627024,5486,82,79,44,16948,3.089318265,Maize
2014,KOPPAL,Summer     ,1014.407011,302.0504354,1740,141,38,67,4324,2.485057471,Maize
2014,KOPPAL,Kharif     ,1016.17962,302.0843246,39439,50,66,51,145559,3.690737595,Rice
2014,KOPPAL,Summer     ,1015.076449,301.7202739,35716,57,35,23,95208,2.665696047,Rice
2014,MANDYA,Kharif     ,1014.831425,299.1277775,3904,81,43,57,15978,4.09272541,Maize
2014,MANDYA,Rabi       ,1017.566439,300.2950611,411,97,60,82,1388,3.377128954,Maize
2014,MANDYA,Summer     ,1017.263019,299.5367511,173,53,23,66,564,3.260115607,Maize
2014,MANDYA,Kharif     ,1015.174191,298.7011039,50810,143,34,20,89492,1.761306829,Ragi
2014,MANDYA,Rabi       ,1015.833576,299.994011,5922,119,44,22,12231,2.065349544,Ragi
2014,MANDYA,Summer     ,1014.383418,300.1115931,2627,68,63,81,5381,2.048344119,Ragi
2014,MANDYA,Kharif     ,1014.929212,300.0491778,51037,81,74,83,189916,3.721143484,Rice
2014,MANDYA,Rabi       ,1015.590096,300.4352358,828,58,54,36,2628,3.173913043,Rice
2014,MANDYA,Summer     ,1014.239894,298.8715875,14657,61,74,97,52912,3.610015692,Rice
2014,MYSORE,Kharif     ,1017.421336,299.715739,30195,60,33,81,101259,3.353502235,Maize
2014,MYSORE,Rabi       ,1014.36711,298.5233439,6266,95,68,54,22704,3.623364188,Maize
2014,MYSORE,Summer     ,1015.943369,298.3683431,238,65,38,32,776,3.260504202,Maize
2014,MYSORE,Kharif     ,1017.885081,299.5558945,26942,50,57,54,60430,2.242966372,Ragi
2014,MYSORE,Rabi       ,1017.066001,298.7440697,12834,112,55,62,22361,1.742325074,Ragi
2014,MYSORE,Summer     ,1016.076064,298.24542,356,70,26,21,676,1.898876404,Ragi
2014,MYSORE,Kharif     ,1015.695559,300.110373,94359,79,49,75,319929,3.390550981,Rice
2014,MYSORE,Summer     ,1016.923776,298.8123068,8864,62,38,96,30349,3.423849278,Rice
2014,RAICHUR,Kharif     ,1017.720956,303.4969419,198,83,68,70,293,1.47979798,Maize
2014,RAICHUR,Rabi       ,1016.511662,303.7794714,118,53,44,73,399,3.381355932,Maize
2014,RAICHUR,Kharif     ,1014.446319,303.3330899,97935,77,35,35,320982,3.277500383,Rice
2014,RAICHUR,Summer     ,1015.983333,303.090485,64645,144,66,37,171894,2.659045557,Rice
2014,RAMANAGARA,Kharif     ,1015.965637,302.6504901,2084,108,73,26,8262,3.964491363,Maize
2014,RAMANAGARA,Rabi       ,1016.779105,302.6190266,114,76,59,64,467,4.096491228,Maize
2014,RAMANAGARA,Summer     ,1015.500588,302.1837667,530,118,70,55,1729,3.262264151,Maize
2014,RAMANAGARA,Kharif     ,1015.921919,302.5605381,69083,74,27,60,136049,1.969355703,Ragi
2014,RAMANAGARA,Rabi       ,1016.84249,301.7156762,25,52,37,61,41,1.64,Ragi
2014,RAMANAGARA,Summer     ,1017.591959,303.0000309,503,146,47,26,896,1.781312127,Ragi
2014,RAMANAGARA,Kharif     ,1015.368188,303.3570148,4617,117,35,34,10759,2.330301061,Rice
2014,RAMANAGARA,Rabi       ,1017.67334,303.4239036,2,74,71,79,5,2.5,Rice
2014,RAMANAGARA,Summer     ,1014.275078,301.6665939,605,69,38,59,1887,3.119008264,Rice
2014,SHIMOGA,Kharif     ,1014.080474,300.0254681,58712,83,61,56,209831,3.57390312,Maize
2014,SHIMOGA,Rabi       ,1016.999858,300.2739094,268,75,36,85,1367,5.100746269,Maize
2014,SHIMOGA,Kharif     ,1015.583886,300.3695549,564,54,64,74,1039,1.842198582,Ragi
2014,SHIMOGA,Kharif     ,1017.508933,301.5233543,105581,148,32,96,313744,2.971595268,Rice
2014,SHIMOGA,Summer     ,1015.333701,301.2629059,16288,110,26,99,56262,3.454199411,Rice
2014,TUMKUR,Kharif     ,1014.595989,302.3416245,27981,141,46,75,66721,2.384510918,Maize
2014,TUMKUR,Rabi       ,1017.744599,301.7879542,77,142,29,63,246,3.194805195,Maize
2014,TUMKUR,Summer     ,1016.216554,302.417868,146,58,53,76,476,3.260273973,Maize
2014,TUMKUR,Kharif     ,1014.058099,300.8955815,170691,99,55,25,323016,1.89240206,Ragi
2014,TUMKUR,Rabi       ,1016.820693,301.7781486,233,55,44,51,378,1.622317597,Ragi
2014,TUMKUR,Summer     ,1015.268515,302.0524256,603,132,25,93,1075,1.782752902,Ragi
2014,TUMKUR,Kharif     ,1015.169032,301.9609004,7636,109,43,37,22713,2.97446307,Rice
2014,TUMKUR,Rabi       ,1017.180136,301.0143604,67,93,37,87,165,2.462686567,Rice
2014,TUMKUR,Summer     ,1017.307956,302.0448711,1802,60,42,92,4054,2.249722531,Rice
2014,UDUPI,Rabi       ,1017.059273,302.9598105,29,115,25,26,98,3.379310345,Maize
2014,UDUPI,Summer     ,1016.589898,302.7568687,1,96,48,27,3,3,Maize
2014,UDUPI,Kharif     ,1016.722481,304.5953101,43013,122,44,83,119359,2.774951759,Rice
2014,UDUPI,Rabi       ,1015.528403,303.2370437,6441,134,74,26,17690,2.74646794,Rice
2014,UDUPI,Summer     ,1014.96766,304.5715335,95,137,36,60,283,2.978947368,Rice
2014,UTTAR KANNAD,Kharif     ,1016.052322,297.0428228,5667,147,65,59,21938,3.871184048,Maize
2014,UTTAR KANNAD,Rabi       ,1014.31808,296.3398146,187,135,43,22,632,3.379679144,Maize
2014,UTTAR KANNAD,Summer     ,1014.736951,298.2461072,439,52,30,36,1432,3.261958998,Maize
2014,UTTAR KANNAD,Kharif     ,1015.705614,296.5743974,8,125,45,85,15,1.875,Ragi
2014,UTTAR KANNAD,Rabi       ,1016.268776,297.5252754,1,141,70,98,2,2,Ragi
2014,UTTAR KANNAD,Kharif     ,1016.464743,297.8763821,65865,79,53,71,145604,2.210642982,Rice
2014,UTTAR KANNAD,Rabi       ,1016.316156,298.0162562,1498,139,47,41,4012,2.67823765,Rice
2014,UTTAR KANNAD,Summer     ,1017.879878,297.2585033,1147,70,22,23,3086,2.690496949,Rice
2014,YADGIR,Kharif     ,1017.636034,302.291574,714,77,30,25,2316,3.243697479,Maize
2014,YADGIR,Rabi       ,1016.423584,303.1735684,114,139,57,57,385,3.377192982,Maize
2014,YADGIR,Summer     ,1014.580736,301.9765725,18,111,33,45,59,3.277777778,Maize
2014,YADGIR,Kharif     ,1017.638732,302.9392366,51456,82,70,30,146014,2.837647699,Rice
2014,YADGIR,Rabi       ,1016.681458,303.0359041,15448,134,45,36,36542,2.365484205,Rice
2014,YADGIR,Summer     ,1016.838988,302.3036276,15205,84,67,50,35029,2.303781651,Rice
2015,Bagalkot,Kharif,768.1,28.77,1260,101,40,96,3403.14,2.7,Maize
2015,Bagalkot,Rabi,545.5,25.19,1399,83,73,54,5862.32,4.19,Ragi
2015,Bagalkot,Rabi,567.3,28.69,4800,90,75,35,12118.51,2.52,Rice
2015,Ballari,Rabi,660.32,31.2,4993,100,58,98,17220.35,3.45,Maize
2015,Ballari,Kharif,926.09,28.52,1718,96,49,37,3059.8,1.78,Ragi
2015,Ballari,Rabi,758.74,34.92,3369,131,78,81,6831.58,2.03,Rice
2015,Belagavi,Kharif,528.98,33.95,3814,107,27,46,14967.51,3.92,Maize
2015,Belagavi,Kharif,1097.17,32.06,3560,124,70,54,7332.57,2.06,Ragi
2015,Belagavi,Rabi,1004.44,23.43,2178,106,39,64,3769.99,1.73,Rice
2015,Bengaluru Rural,Kharif,536.42,20.98,1146,72,67,54,4981.27,4.35,Maize
2015,Bengaluru Rural,Rabi,1046.72,24.57,2561,97,51,47,4591.91,1.79,Ragi
2015,Bengaluru Rural,Kharif,811.39,28.89,2399,71,41,28,3932.8,1.64,Rice
2015,Bengaluru Urban,Rabi,479.98,26.89,966,66,78,95,2416.09,2.5,Maize
2015,Bengaluru Urban,Rabi,416.47,34.55,630,118,26,34,2518.32,4,Ragi
2015,Bengaluru Urban,Kharif,546.75,31.7,1360,60,28,40,4475.15,3.29,Rice
2015,Bidar,Kharif,804.2,32.4,4452,143,64,71,10952.58,2.46,Maize
2015,Bidar,Kharif,1166.83,32.71,895,64,20,54,2295.42,2.56,Ragi
2015,Bidar,Kharif,590.88,30.2,4632,140,48,70,17229.77,3.72,Rice
2015,Chamarajanagar,Kharif,1155.81,32.74,4136,84,27,74,9273.1,2.24,Maize
2015,Chamarajanagar,Rabi,1163.24,29.09,2548,82,75,96,5569.75,2.19,Ragi
2015,Chamarajanagar,Kharif,827.48,31.25,2500,133,73,63,10598.74,4.24,Rice
2015,Chikkaballapur,Kharif,409.76,28.98,4725,65,23,84,15103.58,3.2,Maize
2015,Chikkaballapur,Rabi,879.22,32.4,2334,83,54,99,10216.44,4.38,Ragi
2015,Chikkaballapur,Rabi,831.89,27.3,3728,115,78,44,10165.75,2.73,Rice
2015,Chikkamagaluru,Kharif,687.59,24.4,4841,148,22,66,19015.85,3.93,Maize
2015,Chikkamagaluru,Kharif,1093.66,33.7,2341,89,73,99,7102.66,3.03,Ragi
2015,Chikkamagaluru,Rabi,636.23,24.84,654,77,64,75,2646.09,4.05,Rice
2015,Chitradurga,Rabi,1036.21,23.02,4350,96,59,57,8660.71,1.99,Maize
2015,Chitradurga,Kharif,932.16,27.85,3398,88,26,30,8754.92,2.58,Ragi
2015,Chitradurga,Rabi,703.38,33.9,3135,119,46,86,11489.12,3.66,Rice
2015,Dakshina Kannada,Rabi,753.88,23.6,1012,122,20,34,1803,1.78,Maize
2015,Dakshina Kannada,Kharif,813.36,29.86,3843,69,46,20,10787.37,2.81,Ragi
2015,Dakshina Kannada,Rabi,742.65,30.33,3338,50,35,26,5589.75,1.67,Rice
2015,Davangere,Rabi,846.63,33.24,4223,121,57,20,8725.23,2.07,Maize
2015,Davangere,Kharif,960.29,32.7,3670,136,26,68,14933.13,4.07,Ragi
2015,Davangere,Rabi,813.31,23.91,1516,112,63,92,6804.96,4.49,Rice
2015,Dharwad,Kharif,690.9,34.58,4263,116,42,48,18703.24,4.39,Maize
2015,Dharwad,Rabi,969.82,22.22,3957,53,60,45,17779.68,4.49,Ragi
2015,Dharwad,Kharif,1154.33,24.85,1163,107,78,64,3554.56,3.06,Rice
2015,Gadag,Rabi,874.87,30.19,4096,74,30,90,15841.34,3.87,Maize
2015,Gadag,Kharif,469.54,28.06,1669,96,61,31,5441.81,3.26,Ragi
2015,Gadag,Rabi,657.66,23.17,1562,87,72,51,3877.65,2.48,Rice
2015,Hassan,Rabi,708.32,30.22,1275,64,52,39,3215.39,2.52,Maize
2015,Hassan,Kharif,796.83,30.39,1116,112,69,70,2840.23,2.55,Ragi
2015,Hassan,Rabi,431.17,29.27,4469,70,55,55,11215.68,2.51,Rice
2015,Haveri,Rabi,1073.85,20.77,3370,148,56,86,5239.43,1.55,Maize
2015,Haveri,Kharif,1197.8,33.45,3095,106,60,20,9990.65,3.23,Ragi
2015,Haveri,Rabi,1080.65,21.32,3063,102,78,46,11999.59,3.92,Rice
2015,Kalaburagi,Kharif,964.67,34.53,4830,95,36,59,17214.55,3.56,Maize
2015,Kalaburagi,Rabi,1093.49,32.58,3039,63,54,33,8443.18,2.78,Ragi
2015,Kalaburagi,Rabi,1196.74,20.84,3482,149,67,88,12922.07,3.71,Rice
2015,Kodagu,Rabi,608.71,20.23,3349,125,24,98,14401.73,4.3,Maize
2015,Kodagu,Rabi,831.5,30.26,3316,66,67,25,11100.49,3.35,Ragi
2015,Kodagu,Kharif,538.56,26.51,2135,88,51,52,5754.92,2.7,Rice
2015,Kolar,Kharif,667.92,22.09,1702,58,22,74,6607.29,3.88,Maize
2015,Kolar,Kharif,993.17,28.6,2535,148,71,38,11389.95,4.49,Ragi
2015,Kolar,Kharif,583.22,28.14,4187,126,66,96,11700.93,2.79,Rice
2015,Koppal,Kharif,818.48,29.44,4012,128,54,48,14392.03,3.59,Maize
2015,Koppal,Kharif,902.05,28.76,4084,131,71,80,17166.99,4.2,Ragi
2015,Koppal,Kharif,822.16,34.89,4675,146,33,89,8047.5,1.72,Rice
2015,Mandya,Rabi,935.07,29.99,2954,55,67,98,9671.08,3.27,Maize
2015,Mandya,Rabi,777.77,21.79,2070,140,50,99,7534.25,3.64,Ragi
2015,Mandya,Kharif,1090.48,29.35,3599,72,50,43,8971.21,2.49,Rice
2015,Mysuru,Rabi,816.67,34.42,4298,108,36,42,17336.42,4.03,Maize
2015,Mysuru,Kharif,831.75,28.8,837,140,79,29,3679.26,4.4,Ragi
2015,Mysuru,Rabi,1115.86,28.97,4797,147,43,73,20462.19,4.27,Rice
2015,Raichur,Rabi,488.96,27.39,4102,95,71,60,6292.72,1.53,Maize
2015,Raichur,Rabi,445.04,21.78,4209,87,42,68,7797.5,1.85,Ragi
2015,Raichur,Rabi,785.33,25.67,3986,63,37,36,14410.4,3.62,Rice
2015,Ramanagara,Rabi,570.37,22.05,2622,149,69,75,4047.41,1.54,Maize
